Project,AuthorID,CommentCount,IssueCount
HHH,4079,10,4
HHH,2839,10,7
HHH,172,10,6
HHH,2409,10,4
HHH,1341,10,6
HHH,881,10,5
HHH,2979,10,3
HHH,745,10,5
HHH,3504,10,6
HHH,1468,10,3
HHH,859,10,3
HHH,3556,10,5
HHH,4281,10,7
HHH,265,10,5
HHH,611,9,3
HHH,2070,9,6
HHH,4339,9,3
HHH,4182,9,3
HHH,3918,9,5
HHH,1225,9,5
HHH,2054,9,2
HHH,193,9,3
HHH,1752,9,2
HHH,5701,9,2
HHH,5101,9,4
HHH,748,9,6
HHH,192,9,4
HHH,260,9,4
HHH,3404,9,2
HHH,898,9,4
HHH,1976,9,5
HHH,1588,9,7
HHH,1595,9,2
HHH,5484,9,2
HHH,2108,9,1
HHH,54,9,6
HHH,6287,9,1
HHH,975,9,4
HHH,4717,9,4
HHH,4729,9,1
HHH,3772,9,1
HHH,2812,9,4
HHH,687,9,6
HHH,3709,9,4
HHH,6260,9,3
HHH,3949,9,3
HHH,672,8,7
HHH,3119,8,2
HHH,1009,8,3
HHH,1839,8,3
HHH,495,8,5
HHH,2407,8,2
HHH,5082,8,3
HHH,2384,8,5
HHH,6100,8,2
HHH,1273,8,3
HHH,3672,8,4
HHH,6060,8,2
HHH,2456,8,4
HHH,4164,8,4
HHH,5982,8,5
HHH,3923,8,2
HHH,1426,8,1
HHH,2124,8,4
HHH,735,8,4
HHH,2084,8,2
HHH,871,8,5
HHH,2041,8,4
HHH,2252,8,3
HHH,4415,8,2
HHH,3402,8,3
HHH,2341,8,8
HHH,2023,8,4
HHH,2017,8,3
HHH,3365,8,6
HHH,4537,8,4
HHH,1348,8,3
HHH,2358,8,4
HHH,950,8,2
HHH,6303,8,4
HHH,4696,8,4
HHH,3238,8,3
HHH,2841,8,3
HHH,999,8,4
HHH,5061,7,4
HHH,1000,7,3
HHH,3690,7,3
HHH,5874,7,1
HHH,1212,7,7
HHH,109,7,3
HHH,3930,7,1
HHH,2093,7,2
HHH,2220,7,1
HHH,5350,7,6
HHH,2046,7,6
HHH,1248,7,3
HHH,2415,7,3
HHH,124,7,4
HHH,1524,7,6
HHH,1300,7,5
HHH,1610,7,2
HHH,3557,7,1
HHH,1511,7,4
HHH,3288,7,5
HHH,1175,7,5
HHH,1182,7,2
HHH,5702,7,2
HHH,188,7,3
HHH,856,7,7
HHH,160,7,4
HHH,1157,7,4
HHH,2592,7,4
HHH,1377,7,3
HHH,2988,7,3
HHH,5694,7,2
HHH,3745,7,3
HHH,1109,7,3
HHH,3964,7,4
HHH,1011,7,3
HHH,2493,7,2
HHH,4792,7,2
HHH,792,7,5
HHH,1173,7,2
HHH,4802,7,3
HHH,1007,7,5
HHH,328,7,4
HHH,268,7,3
HHH,5597,7,2
HHH,1656,7,4
HHH,6331,7,3
HHH,3909,7,1
HHH,2804,7,4
HHH,3335,7,1
HHH,824,7,4
HHH,3913,7,4
HHH,5471,7,2
HHH,1518,7,5
HHH,2332,6,4
HHH,1545,6,3
HHH,3693,6,1
HHH,2663,6,1
HHH,1796,6,2
HHH,4383,6,3
HHH,4508,6,1
HHH,707,6,5
HHH,3266,6,5
HHH,4946,6,5
HHH,4517,6,2
HHH,2983,6,2
HHH,174,6,3
HHH,5775,6,3
HHH,5667,6,3
HHH,2681,6,3
HHH,1515,6,4
HHH,2723,6,3
HHH,1404,6,5
HHH,2094,6,2
HHH,5609,6,1
HHH,3781,6,1
HHH,5841,6,3
HHH,3106,6,1
HHH,2106,6,3
HHH,3065,6,3
HHH,498,6,5
HHH,1684,6,2
HHH,3236,6,3
HHH,3789,6,4
HHH,3412,6,3
HHH,3777,6,4
HHH,998,6,3
HHH,5351,6,2
HHH,5715,6,2
HHH,480,6,1
HHH,2373,6,2
HHH,5107,6,1
HHH,4750,6,1
HHH,2082,6,2
HHH,5903,6,2
HHH,3200,6,3
HHH,3071,6,2
HHH,1987,6,3
HHH,2224,6,1
HHH,1171,6,2
HHH,2915,6,2
HHH,2824,6,5
HHH,902,6,6
HHH,3751,6,4
HHH,996,6,3
HHH,3548,6,4
HHH,2836,6,2
HHH,6158,6,3
HHH,2832,6,4
HHH,2931,6,1
HHH,6358,6,1
HHH,1260,6,1
HHH,706,6,5
HHH,3388,6,5
HHH,5233,6,1
HHH,3540,6,4
HHH,3630,6,4
HHH,5236,6,2
HHH,214,6,4
HHH,1472,6,4
HHH,640,6,3
HHH,5772,6,3
HHH,2298,6,4
HHH,1143,6,5
HHH,966,6,4
HHH,3898,6,4
HHH,1835,6,6
HHH,4523,5,3
HHH,3469,5,4
HHH,4139,5,5
HHH,4543,5,1
HHH,900,5,3
HHH,2059,5,3
HHH,2695,5,3
HHH,5153,5,1
HHH,3460,5,1
HHH,1038,5,1
HHH,4065,5,1
HHH,4283,5,3
HHH,5568,5,2
HHH,6342,5,3
HHH,3882,5,1
HHH,4247,5,1
HHH,1281,5,4
HHH,244,5,3
HHH,296,5,2
HHH,1489,5,1
HHH,1380,5,2
HHH,5526,5,2
HHH,2411,5,2
HHH,4252,5,1
HHH,2926,5,5
HHH,3057,5,3
HHH,5733,5,1
HHH,1814,5,2
HHH,781,5,3
HHH,1138,5,4
HHH,3066,5,4
HHH,1820,5,4
HHH,1962,5,1
HHH,1960,5,3
HHH,3074,5,3
HHH,1105,5,3
HHH,4649,5,1
HHH,5229,5,2
HHH,1024,5,2
HHH,303,5,4
HHH,890,5,2
HHH,1510,5,4
HHH,1955,5,1
HHH,4916,5,1
HHH,3798,5,5
HHH,2766,5,1
HHH,510,5,3
HHH,4302,5,1
HHH,6283,5,1
HHH,202,5,2
HHH,4304,5,1
HHH,3877,5,3
HHH,228,5,2
HHH,3796,5,4
HHH,6368,5,1
HHH,5445,5,1
HHH,2030,5,2
HHH,2795,5,2
HHH,4711,5,4
HHH,1780,5,4
HHH,891,5,1
HHH,1690,5,2
HHH,3247,5,2
HHH,5106,5,1
HHH,2276,5,1
HHH,4445,5,3
HHH,2811,5,1
HHH,219,5,2
HHH,3218,5,2
HHH,6103,5,1
HHH,801,5,2
HHH,4317,5,3
HHH,865,5,4
HHH,4233,5,2
HHH,1789,5,4
HHH,4323,5,3
HHH,4759,5,1
HHH,5378,5,4
HHH,1858,5,3
HHH,1279,5,3
HHH,3014,5,2
HHH,3191,5,2
HHH,4325,5,1
HHH,6235,5,2
HHH,4326,5,2
HHH,5372,5,3
HHH,3189,5,1
HHH,1860,5,4
HHH,2389,5,1
HHH,175,5,4
HHH,1896,5,4
HHH,5307,5,4
HHH,4168,5,1
HHH,3904,5,3
HHH,5797,5,3
HHH,6392,5,4
HHH,834,5,5
HHH,6380,5,1
HHH,4477,5,5
HHH,3737,5,3
HHH,1413,5,1
HHH,5985,5,3
HHH,1246,5,1
HHH,3574,5,1
HHH,1311,5,1
HHH,2343,5,4
HHH,5952,5,4
HHH,5617,5,4
HHH,6176,5,3
HHH,5776,5,2
HHH,5326,5,2
HHH,4346,5,3
HHH,1551,5,3
HHH,742,5,4
HHH,6177,5,2
HHH,2566,5,1
HHH,5603,5,1
HHH,2477,4,1
HHH,828,4,2
HHH,5963,4,1
HHH,3598,4,2
HHH,1431,4,2
HHH,3590,4,3
HHH,4230,4,1
HHH,6066,4,2
HHH,3671,4,2
HHH,3837,4,3
HHH,6093,4,2
HHH,4134,4,3
HHH,3852,4,1
HHH,3873,4,3
HHH,5900,4,2
HHH,4257,4,3
HHH,1333,4,2
HHH,4261,4,1
HHH,2504,4,2
HHH,1317,4,2
HHH,2509,4,2
HHH,5889,4,1
HHH,6356,4,2
HHH,1397,4,2
HHH,4274,4,1
HHH,3559,4,3
HHH,3944,4,2
HHH,3694,4,3
HHH,3697,4,1
HHH,3699,4,1
HHH,2526,4,1
HHH,2102,4,3
HHH,814,4,1
HHH,1450,4,3
HHH,3549,4,1
HHH,5864,4,2
HHH,4303,4,1
HHH,1237,4,3
HHH,2089,4,2
HHH,5832,4,3
HHH,5830,4,2
HHH,2199,4,3
HHH,1230,4,2
HHH,810,4,2
HHH,6150,4,1
HHH,1287,4,1
HHH,2552,4,4
HHH,4032,4,1
HHH,6168,4,2
HHH,6173,4,2
HHH,2062,4,3
HHH,5779,4,1
HHH,1338,4,3
HHH,3474,4,2
HHH,2416,4,3
HHH,4353,4,3
HHH,880,4,3
HHH,5049,4,2
HHH,5752,4,1
HHH,1760,4,4
HHH,2578,4,1
HHH,5074,4,1
HHH,2585,4,3
HHH,3457,4,2
HHH,3456,4,1
HHH,6180,4,1
HHH,2330,4,3
HHH,143,4,2
HHH,5038,4,2
HHH,3441,4,2
HHH,4391,4,3
HHH,4394,4,1
HHH,5083,4,3
HHH,1777,4,2
HHH,4405,4,1
HHH,5023,4,1
HHH,5670,4,1
HHH,2031,4,3
HHH,1517,4,2
HHH,4423,4,2
HHH,1108,4,2
HHH,4433,4,2
HHH,4438,4,4
HHH,2630,4,3
HHH,4448,4,4
HHH,1744,4,1
HHH,1742,4,3
HHH,3880,4,2
HHH,3821,4,3
HHH,1525,4,2
HHH,473,4,4
HHH,2388,4,2
HHH,3399,4,1
HHH,1528,4,1
HHH,3398,4,2
HHH,1202,4,2
HHH,1795,4,2
HHH,1879,4,2
HHH,2652,4,3
HHH,5347,4,1
HHH,2022,4,3
HHH,4481,4,1
HHH,1540,4,3
HHH,3387,4,2
HHH,5325,4,1
HHH,3383,4,2
HHH,1541,4,4
HHH,3375,4,4
HHH,1546,4,2
HHH,896,4,3
HHH,2667,4,1
HHH,3034,4,2
HHH,3747,4,2
HHH,1195,4,3
HHH,2953,4,2
HHH,3355,4,2
HHH,3982,4,2
HHH,5602,4,1
HHH,5599,4,1
HHH,4527,4,1
HHH,6325,4,1
HHH,2004,4,1
HHH,4076,4,2
HHH,2000,4,3
HHH,1039,4,3
HHH,1733,4,2
HHH,3340,4,2
HHH,3871,4,2
HHH,292,4,1
HHH,3039,4,2
HHH,1307,4,1
HHH,2702,4,3
HHH,4572,4,2
HHH,3333,4,1
HHH,4574,4,2
HHH,1725,4,1
HHH,4581,4,1
HHH,1724,4,1
HHH,3765,4,3
HHH,5528,4,4
HHH,3169,4,1
HHH,5524,4,1
HHH,2719,4,1
HHH,4597,4,2
HHH,1353,4,2
HHH,1574,4,1
HHH,5521,4,1
HHH,3996,4,1
HHH,1176,4,1
HHH,6312,4,1
HHH,5205,4,4
HHH,4622,4,2
HHH,392,4,1
HHH,951,4,2
HHH,5507,4,1
HHH,6419,4,1
HHH,1826,4,2
HHH,3079,4,3
HHH,4654,4,2
HHH,6299,4,1
HHH,4057,4,2
HHH,962,4,2
HHH,383,4,2
HHH,3277,4,2
HHH,2396,4,2
HHH,2267,4,3
HHH,972,4,4
HHH,5457,4,1
HHH,1699,4,2
HHH,4901,4,1
HHH,558,4,3
HHH,2286,4,2
HHH,2846,4,2
HHH,1627,4,3
HHH,318,4,3
HHH,802,4,2
HHH,5439,4,2
HHH,5255,4,2
HHH,6209,4,1
HHH,987,4,3
HHH,3254,4,2
HHH,6267,4,2
HHH,4887,4,1
HHH,4723,4,1
HHH,4728,4,2
HHH,990,4,2
HHH,1002,4,4
HHH,2873,4,2
HHH,3222,4,1
HHH,4880,4,3
HHH,4878,4,2
HHH,1680,4,3
HHH,2226,4,3
HHH,5281,4,2
HHH,6232,4,1
HHH,4748,4,2
HHH,1911,4,2
HHH,179,4,4
HHH,4861,4,1
HHH,1297,4,2
HHH,5387,4,2
HHH,2375,4,1
HHH,3125,4,2
HHH,1673,4,1
HHH,2859,4,4
HHH,4030,4,1
HHH,3142,4,2
HHH,522,4,3
HHH,2467,4,2
HHH,1257,4,2
HHH,1255,4,4
HHH,3652,4,4
HHH,4190,4,1
HHH,1414,4,2
HHH,4149,4,2
HHH,1425,4,3
HHH,6425,3,1
HHH,2283,3,1
HHH,717,3,3
HHH,3901,3,2
HHH,3917,3,1
HHH,3927,3,1
HHH,3951,3,2
HHH,3969,3,2
HHH,2337,3,1
HHH,2347,3,1
HHH,2350,3,3
HHH,4017,3,2
HHH,1368,3,2
HHH,2385,3,2
HHH,2391,3,3
HHH,4051,3,2
HHH,2394,3,1
HHH,2431,3,3
HHH,821,3,2
HHH,2435,3,1
HHH,4127,3,3
HHH,4129,3,2
HHH,4133,3,2
HHH,1409,3,1
HHH,2464,3,1
HHH,4167,3,3
HHH,4169,3,1
HHH,835,3,3
HHH,2471,3,1
HHH,2472,3,2
HHH,4189,3,3
HHH,4196,3,1
HHH,2475,3,2
HHH,4201,3,2
HHH,4202,3,1
HHH,4206,3,2
HHH,4216,3,3
HHH,1429,3,1
HHH,2483,3,1
HHH,2487,3,2
HHH,4240,3,1
HHH,4250,3,2
HHH,2500,3,1
HHH,1435,3,2
HHH,2503,3,1
HHH,855,3,2
HHH,4272,3,2
HHH,1443,3,2
HHH,2522,3,2
HHH,4282,3,2
HHH,4287,3,1
HHH,860,3,1
HHH,862,3,1
HHH,269,3,1
HHH,4342,3,1
HHH,4347,3,2
HHH,4348,3,2
HHH,2563,3,1
HHH,4357,3,2
HHH,1486,3,3
HHH,2588,3,2
HHH,278,3,3
HHH,4399,3,2
HHH,2620,3,1
HHH,2624,3,2
HHH,4435,3,3
HHH,2629,3,3
HHH,4454,3,1
HHH,2639,3,2
HHH,4471,3,2
HHH,4478,3,2
HHH,2658,3,2
HHH,1548,3,3
HHH,4501,3,1
HHH,2671,3,2
HHH,4518,3,1
HHH,4533,3,2
HHH,4554,3,2
HHH,2696,3,2
HHH,2701,3,1
HHH,4563,3,1
HHH,4565,3,2
HHH,907,3,1
HHH,908,3,1
HHH,2718,3,2
HHH,4599,3,1
HHH,153,3,1
HHH,913,3,2
HHH,1581,3,3
HHH,1584,3,3
HHH,2734,3,1
HHH,1594,3,1
HHH,4642,3,2
HHH,2754,3,1
HHH,1607,3,1
HHH,2758,3,2
HHH,965,3,3
HHH,4678,3,1
HHH,1624,3,1
HHH,4695,3,2
HHH,979,3,2
HHH,4703,3,1
HHH,4707,3,1
HHH,4721,3,1
HHH,4732,3,2
HHH,2806,3,1
HHH,2810,3,2
HHH,1640,3,2
HHH,4752,3,2
HHH,4756,3,1
HHH,2821,3,3
HHH,4765,3,1
HHH,4769,3,2
HHH,1646,3,1
HHH,4794,3,1
HHH,1654,3,3
HHH,4810,3,2
HHH,2838,3,2
HHH,2850,3,2
HHH,4828,3,2
HHH,1003,3,1
HHH,1670,3,3
HHH,4842,3,1
HHH,2855,3,1
HHH,2856,3,1
HHH,1672,3,1
HHH,2863,3,3
HHH,4862,3,1
HHH,1676,3,1
HHH,2867,3,2
HHH,1678,3,1
HHH,161,3,2
HHH,1692,3,2
HHH,1694,3,1
HHH,2884,3,2
HHH,2900,3,1
HHH,1020,3,2
HHH,2906,3,3
HHH,2909,3,3
HHH,4927,3,3
HHH,2916,3,3
HHH,4947,3,3
HHH,4950,3,2
HHH,4955,3,3
HHH,469,3,2
HHH,1728,3,1
HHH,2947,3,3
HHH,4983,3,2
HHH,1737,3,2
HHH,4993,3,1
HHH,1738,3,2
HHH,2961,3,2
HHH,5026,3,1
HHH,1046,3,1
HHH,1751,3,2
HHH,5036,3,1
HHH,5039,3,1
HHH,5041,3,1
HHH,5044,3,1
HHH,2996,3,1
HHH,3000,3,3
HHH,1781,3,1
HHH,1783,3,2
HHH,3019,3,1
HHH,3020,3,1
HHH,5191,3,2
HHH,1817,3,3
HHH,3072,3,1
HHH,1120,3,3
HHH,5216,3,1
HHH,3078,3,1
HHH,1124,3,1
HHH,1846,3,3
HHH,5264,3,2
HHH,3110,3,1
HHH,1850,3,1
HHH,3121,3,2
HHH,1131,3,1
HHH,1855,3,2
HHH,1133,3,1
HHH,1865,3,2
HHH,3154,3,2
HHH,1883,3,2
HHH,1140,3,2
HHH,5356,3,1
HHH,5366,3,1
HHH,1146,3,1
HHH,3199,3,1
HHH,3233,3,1
HHH,5422,3,2
HHH,1926,3,3
HHH,1160,3,2
HHH,5441,3,1
HHH,1164,3,3
HHH,3275,3,2
HHH,5477,3,2
HHH,3295,3,1
HHH,1965,3,1
HHH,1972,3,2
HHH,5532,3,2
HHH,3321,3,2
HHH,1984,3,2
HHH,5566,3,2
HHH,5567,3,2
HHH,5589,3,1
HHH,2005,3,2
HHH,1194,3,1
HHH,3354,3,3
HHH,5601,3,1
HHH,2010,3,2
HHH,5629,3,1
HHH,5633,3,2
HHH,3395,3,2
HHH,3400,3,1
HHH,3419,3,1
HHH,5677,3,1
HHH,3420,3,3
HHH,5691,3,2
HHH,1209,3,1
HHH,3424,3,3
HHH,3430,3,2
HHH,608,3,3
HHH,5714,3,2
HHH,5731,3,2
HHH,3448,3,3
HHH,5740,3,1
HHH,3454,3,1
HHH,5761,3,1
HHH,5764,3,2
HHH,5767,3,2
HHH,5768,3,1
HHH,5770,3,1
HHH,2065,3,2
HHH,5788,3,2
HHH,3482,3,1
HHH,5793,3,2
HHH,2072,3,2
HHH,2076,3,1
HHH,5805,3,2
HHH,3502,3,2
HHH,1232,3,1
HHH,3516,3,1
HHH,1235,3,2
HHH,3522,3,2
HHH,3528,3,3
HHH,5862,3,1
HHH,5876,3,1
HHH,2103,3,2
HHH,3570,3,1
HHH,2121,3,1
HHH,2123,3,2
HHH,3594,3,3
HHH,2131,3,3
HHH,2132,3,1
HHH,3601,3,2
HHH,2133,3,1
HHH,5957,3,1
HHH,3604,3,2
HHH,1251,3,3
HHH,1252,3,1
HHH,5992,3,1
HHH,5997,3,1
HHH,6011,3,1
HHH,2163,3,3
HHH,6020,3,1
HHH,1265,3,1
HHH,6061,3,1
HHH,652,3,1
HHH,6072,3,1
HHH,3670,3,1
HHH,2182,3,1
HHH,3683,3,3
HHH,1277,3,3
HHH,6116,3,2
HHH,3701,3,1
HHH,3703,3,1
HHH,6134,3,1
HHH,3707,3,2
HHH,3721,3,2
HHH,1290,3,2
HHH,3729,3,2
HHH,2208,3,2
HHH,682,3,2
HHH,3739,3,1
HHH,6183,3,2
HHH,6193,3,1
HHH,3750,3,2
HHH,1296,3,2
HHH,6229,3,1
HHH,6238,3,1
HHH,3783,3,1
HHH,6272,3,1
HHH,1303,3,2
HHH,3795,3,1
HHH,6281,3,1
HHH,6282,3,2
HHH,6294,3,1
HHH,3808,3,3
HHH,6302,3,1
HHH,6304,3,1
HHH,3810,3,2
HHH,1306,3,2
HHH,6311,3,1
HHH,3815,3,2
HHH,6315,3,1
HHH,3827,3,2
HHH,3836,3,1
HHH,2258,3,2
HHH,6375,3,1
HHH,3848,3,1
HHH,2266,3,3
HHH,3857,3,2
HHH,2278,3,1
HHH,3141,2,2
HHH,4850,2,1
HHH,1671,2,1
HHH,805,2,1
HHH,4049,2,1
HHH,4847,2,1
HHH,4846,2,1
HHH,4844,2,1
HHH,4838,2,2
HHH,3769,2,1
HHH,4836,2,1
HHH,3156,2,1
HHH,1880,2,1
HHH,1881,2,2
HHH,2853,2,1
HHH,4834,2,2
HHH,2844,2,2
HHH,3160,2,2
HHH,6211,2,2
HHH,1886,2,1
HHH,5331,2,1
HHH,5332,2,2
HHH,2843,2,1
HHH,5338,2,2
HHH,5339,2,2
HHH,1888,2,2
HHH,1889,2,1
HHH,6213,2,1
HHH,2842,2,2
HHH,4815,2,1
HHH,4804,2,1
HHH,1142,2,1
HHH,4803,2,2
HHH,4800,2,2
HHH,5354,2,1
HHH,4799,2,2
HHH,3915,2,2
HHH,2831,2,2
HHH,5360,2,2
HHH,4793,2,1
HHH,1144,2,1
HHH,4790,2,1
HHH,5365,2,1
HHH,4048,2,1
HHH,5367,2,1
HHH,6218,2,1
HHH,1902,2,1
HHH,3188,2,1
HHH,4789,2,2
HHH,1649,2,1
HHH,5373,2,2
HHH,5374,2,2
HHH,1647,2,1
HHH,2822,2,2
HHH,3192,2,2
HHH,1645,2,1
HHH,5379,2,2
HHH,5380,2,1
HHH,349,2,2
HHH,6220,2,1
HHH,5384,2,1
HHH,1643,2,1
HHH,2817,2,1
HHH,1148,2,2
HHH,3205,2,1
HHH,1906,2,1
HHH,5396,2,1
HHH,5397,2,1
HHH,5398,2,1
HHH,1642,2,1
HHH,180,2,2
HHH,548,2,2
HHH,181,2,2
HHH,4749,2,1
HHH,1638,2,2
HHH,4743,2,1
HHH,2809,2,2
HHH,5407,2,1
HHH,5408,2,2
HHH,5409,2,2
HHH,3220,2,1
HHH,5411,2,2
HHH,2807,2,1
HHH,1914,2,2
HHH,1915,2,1
HHH,3774,2,1
HHH,557,2,2
HHH,4734,2,2
HHH,6227,2,2
HHH,4731,2,1
HHH,1156,2,1
HHH,2802,2,2
HHH,1920,2,2
HHH,5427,2,1
HHH,4725,2,1
HHH,5430,2,1
HHH,1159,2,1
HHH,4724,2,1
HHH,2800,2,2
HHH,4715,2,1
HHH,1924,2,1
HHH,2392,2,1
HHH,6381,2,1
HHH,4702,2,1
HHH,1629,2,2
HHH,4044,2,2
HHH,1932,2,1
HHH,4700,2,1
HHH,4690,2,2
HHH,4043,2,1
HHH,1165,2,1
HHH,5451,2,1
HHH,1623,2,1
HHH,5453,2,1
HHH,1940,2,1
HHH,5455,2,1
HHH,1942,2,2
HHH,1615,2,2
HHH,3271,2,1
HHH,2770,2,1
HHH,4042,2,2
HHH,964,2,2
HHH,1944,2,2
HHH,5463,2,1
HHH,2756,2,1
HHH,5465,2,2
HHH,560,2,2
HHH,5468,2,2
HHH,184,2,1
HHH,4662,2,1
HHH,5472,2,1
HHH,1950,2,1
HHH,1954,2,1
HHH,6236,2,2
HHH,4661,2,1
HHH,5481,2,1
HHH,5482,2,1
HHH,3286,2,2
HHH,4659,2,2
HHH,4656,2,1
HHH,4648,2,1
HHH,5488,2,1
HHH,3289,2,2
HHH,955,2,1
HHH,2746,2,2
HHH,3291,2,1
HHH,4641,2,1
HHH,4635,2,1
HHH,1593,2,2
HHH,4040,2,2
HHH,4631,2,1
HHH,5504,2,1
HHH,5506,2,1
HHH,4628,2,2
HHH,3297,2,2
HHH,5509,2,1
HHH,3298,2,2
HHH,2741,2,1
HHH,2263,2,1
HHH,4623,2,1
HHH,1585,2,2
HHH,3304,2,1
HHH,4616,2,2
HHH,1582,2,1
HHH,6240,2,1
HHH,2722,2,2
HHH,4603,2,2
HHH,3308,2,1
HHH,4592,2,1
HHH,4591,2,2
HHH,4589,2,1
HHH,3309,2,1
HHH,1975,2,2
HHH,2387,2,1
HHH,5534,2,2
HHH,3312,2,1
HHH,4585,2,1
HHH,5537,2,2
HHH,3317,2,1
HHH,909,2,2
HHH,1977,2,1
HHH,1299,2,2
HHH,4579,2,1
HHH,3325,2,1
HHH,1569,2,1
HHH,3327,2,1
HHH,6247,2,1
HHH,568,2,2
HHH,1566,2,1
HHH,1990,2,1
HHH,5560,2,1
HHH,4575,2,2
HHH,4573,2,1
HHH,5564,2,2
HHH,1996,2,2
HHH,2229,2,1
HHH,2230,2,1
HHH,2707,2,1
HHH,2703,2,2
HHH,5573,2,2
HHH,5574,2,2
HHH,1998,2,1
HHH,3337,2,1
HHH,2700,2,2
HHH,2690,2,1
HHH,5585,2,1
HHH,5587,2,2
HHH,1555,2,1
HHH,2386,2,2
HHH,571,2,1
HHH,4538,2,1
HHH,2683,2,2
HHH,5593,2,2
HHH,2379,2,1
HHH,5595,2,1
HHH,2264,2,1
HHH,4532,2,1
HHH,5598,2,1
HHH,4525,2,1
HHH,2233,2,1
HHH,1366,2,1
HHH,1552,2,1
HHH,4519,2,1
HHH,5604,2,1
HHH,5605,2,1
HHH,2678,2,2
HHH,3359,2,2
HHH,4515,2,2
HHH,2677,2,1
HHH,5610,2,1
HHH,4510,2,2
HHH,290,2,2
HHH,4505,2,1
HHH,1197,2,2
HHH,4025,2,1
HHH,5616,2,2
HHH,2664,2,1
HHH,4493,2,1
HHH,5619,2,1
HHH,2012,2,1
HHH,2659,2,1
HHH,5622,2,1
HHH,5623,2,1
HHH,5624,2,1
HHH,2015,2,2
HHH,5626,2,1
HHH,5627,2,1
HHH,2374,2,1
HHH,2016,2,2
HHH,4487,2,2
HHH,4486,2,1
HHH,4018,2,1
HHH,4485,2,1
HHH,4476,2,2
HHH,2018,2,1
HHH,1537,2,1
HHH,288,2,2
HHH,4470,2,1
HHH,5642,2,2
HHH,1530,2,1
HHH,5644,2,2
